run_id,quant,arm,rep,task_index,task_id,task_type,accumulated_prompt_tokens,completion_tokens,energy_j,j_per_completion_token,duration_s,avg_power_w,peak_power_w,vram_peak_mb,quality,quality_subscores,cumulative_energy_j,is_compaction,compaction_index,status,error,nvml_samples,nvml_available,session_tag
AWQ_naive_rep3,AWQ,naive,3,0.0,FILL_01,FACT,3165,74,513.3539,6.93722,1.9031,271.13,398.55,22495.2,1.0,"{'contains_all': 1.0, 'contains_any': 1.0}",513.3539,False,0,ok,,20,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,1.0,FILL_02,FACT,3265,38,266.0822,7.00216,1.6036,168.07,233.66,22495.2,1.0,"{'contains_all': 1.0, 'contains_any': 1.0}",779.4362,False,0,ok,,17,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,2.0,SONDA_A,SONDA,3350,4,203.5816,50.89541,1.4028,148.3,205.2,22495.2,1.0,{'contains_all': 1.0},983.0178,False,0,ok,,15,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,3.0,FILL_03,CLASSIFY,3419,91,417.1669,4.58425,2.1034,197.7,319.14,22495.2,1.0,{'contains_all': 1.0},1400.1847,False,0,ok,,22,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,4.0,FILL_04,CONSTRAINT,3590,496,1342.0821,2.70581,5.5075,242.59,310.47,22495.2,1.0,{'contains_any': 1.0},2742.2667,False,0,ok,,56,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,5.0,FILL_05,DRAFT,4155,119,510.2881,4.28814,2.4036,211.27,331.51,22495.2,1.0,{'contains_any': 1.0},3252.5549,False,0,ok,,25,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,6.0,FILL_06,FACT,4314,37,308.4114,8.33544,1.703,183.01,270.84,22495.2,1.0,"{'contains_all': 1.0, 'contains_any': 1.0}",3560.9663,False,0,ok,,18,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,7.0,SONDA_B,SONDA,4384,5,245.8267,49.16533,1.5031,167.05,234.06,22495.2,1.0,{'contains_all': 1.0},3806.7929,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,8.0,FILL_07,SUMMARIZE,4444,192,717.8877,3.739,3.1047,230.47,338.74,22495.2,1.0,{'contains_any': 1.0},4524.6806,False,0,ok,,32,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,9.0,SONDA_D,SONDA,4686,8,245.3365,30.66706,1.5027,165.85,252.57,22495.2,1.0,"{'contains_all': 1.0, 'contains_any': 1.0}",4770.0171,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,10.0,FILL_M1,FACT,4731,7,264.9839,37.85484,1.5033,180.33,252.9,22495.2,1.0,"{'contains_all': 1.0, 'contains_any': 1.0}",5035.001,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,11.0,SONDA_E,SONDA,4779,5,263.6124,52.72248,1.5027,179.14,235.54,22495.2,1.0,{'contains_any': 1.0},5298.6133,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,12.0,FILL_M2,FACT,4814,2,265.2785,132.63923,1.5031,179.98,245.97,22495.2,1.0,{'contains_any': 1.0},5563.8918,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,13.0,SONDA_F,SONDA,4853,4,262.8796,65.7199,1.5027,178.53,250.23,22495.2,1.0,{'contains_all': 1.0},5826.7714,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,14.0,FILL_08,FACT,4906,63,427.9779,6.7933,2.0033,214.62,330.34,22495.2,1.0,"{'contains_all': 1.0, 'contains_any': 1.0}",6254.7493,False,0,ok,,21,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,15.0,SONDA_G,SONDA,5013,2,248.0291,124.01456,1.5029,168.44,237.81,22495.2,1.0,{'contains_any': 1.0},6502.7785,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,16.0,FILL_M3,FACT,5050,4,267.5072,66.87679,1.503,181.82,243.14,22495.2,1.0,{'contains_any': 1.0},6770.2856,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,17.0,SONDA_H,SONDA,5090,7,274.7111,39.24445,1.5028,186.66,264.73,22495.2,1.0,{'contains_any': 1.0},7044.9968,False,0,ok,,16,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,18.0,FILL_09,CONSTRAINT,5155,100,553.5205,5.53521,2.404,230.01,347.93,22495.2,1.0,{'contains_all': 1.0},7598.5173,False,0,ok,,25,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,19.0,SONDA_I,SONDA,5297,5,271.7375,54.34751,1.6035,172.3,271.82,22495.2,1.0,{'contains_all': 1.0},7870.2548,False,0,ok,,17,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,20.0,FILL_10,DRAFT,5357,512,1535.4194,2.99887,6.0073,254.99,352.87,22495.2,1.0,{'contains_any': 1.0},9405.6742,False,0,ok,,61,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,21.0,FILL_11,FACT,5913,55,451.0954,8.20174,2.1036,213.11,364.47,22495.2,0.75,"{'contains_all': 0.5, 'contains_any': 1.0}",9856.7697,False,0,ok,,22,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,22.0,SONDA_J,SONDA,6011,5,293.3846,58.67692,1.6031,185.69,284.25,22495.2,1.0,{'contains_all': 1.0},10150.1543,False,0,ok,,17,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,23.0,SONDA_C,SONDA,6062,4,319.0322,79.75805,1.6026,203.24,285.82,22495.2,1.0,{'contains_any': 1.0},10469.1865,False,0,ok,,17,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,24.0,FILL_12,FACT,6090,98,598.1646,6.10372,2.5039,238.2,368.96,22495.2,1.0,{'contains_any': 1.0},11067.351,False,0,ok,,26,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,25.0,FILL_13,SUMMARIZE,6222,129,653.6946,5.0674,2.804,230.97,369.79,22495.2,1.0,{'contains_any': 1.0},11721.0456,False,0,ok,,29,True,v3_filler
AWQ_naive_rep3,AWQ,naive,3,26.0,FILL_14,FACT,6389,89,550.739,6.18808,2.4042,227.27,373.51,22495.2,0.75,"{'contains_all': 0.5, 'contains_any': 1.0}",12271.7846,False,0,ok,,25,True,v3_filler
